Loss training	Loss validation
6.408243535815927e-08	7.754078268362719e-08
1.0759168844742817e-07	6.842032718168412e-08
8.705246301587977e-08	6.788440032323706e-08
6.204719937841219e-08	6.869711910439946e-08
8.848438426412031e-08	7.20267721021628e-08
6.604243196761672e-08	6.552347286969962e-08
9.230980424490554e-08	8.051110000906192e-08
7.575427218853292e-08	8.020314368195613e-08
9.890540297874395e-08	8.819780816793354e-08
1.301106067330693e-07	1.299687255595927e-07
8.542083662632649e-08	1.1613148842570808e-07
9.452240590235306e-08	7.444783989285497e-08
6.842057587164163e-08	8.557936581610193e-08
9.313953341916203e-08	7.695676629282389e-08
8.099208059775265e-08	8.001946127933479e-08
7.671835078326694e-08	7.146643099531502e-08
6.974994448682992e-08	9.559679625681383e-08
7.3318247473253e-08	1.0933768379572939e-07
5.471311226301623e-08	7.384947053878932e-08
9.86318298146216e-08	1.0027631702769213e-07
1.2685904948739335e-07	1.602223562713334e-07
1.278033323615091e-07	1.0457009835818099e-07
9.981961568428233e-08	8.206255586173938e-08
9.06875214923275e-08	8.580003196811958e-08
6.325886658942181e-08	7.395884438210487e-08
6.772250316089412e-08	6.648863859481935e-08
5.229790289718039e-08	6.923964690486173e-08
1.0916804171756667e-07	8.373970672437281e-08
9.976118064969342e-08	7.232343079977e-08
1.1964547752540966e-07	7.171131954919474e-08
6.142104780337831e-08	7.673294533105945e-08
1.0958478924294468e-07	7.353486353167682e-08
1.340484629963612e-07	6.689714382446255e-08
8.24161077161989e-08	9.280600465899624e-08
6.112256301094021e-08	6.493078075209269e-08
1.4454290919729829e-07	9.060202899036085e-08
7.483586728085356e-08	8.16785501456252e-08
7.823607006685052e-08	7.817677527555134e-08
7.896112208527484e-08	6.498564175672072e-08
9.543388301835876e-08	9.583410331970299e-08
5.081922438421316e-08	1.041577206706279e-07
8.591893418952168e-08	7.982112748550207e-08
7.27316660231736e-08	7.988474948206203e-08
6.919894701695739e-08	6.911754724114871e-08
5.3797712951109133e-08	6.407850605683052e-08
8.568326848035213e-08	1.0317189236275226e-07
7.36065430828603e-08	6.548404485329229e-08
9.664213962423673e-08	1.0196324495836961e-07
7.55795355189548e-08	6.41837019088598e-08
1.7199423041347472e-07	2.0413993695456156e-07
7.36655323407831e-08	9.973837933330287e-08
7.325151329951041e-08	7.179437488957774e-08
8.594308553711016e-08	9.158488012417365e-08
8.230733072878138e-08	7.703725657393079e-08
6.888121362180755e-08	6.244817996048369e-08
1.0062476007988153e-07	1.0607321598854469e-07
9.932229971809647e-08	7.239363242206309e-08
6.977992228485164e-08	1.0087163815342137e-07
7.108262423116685e-08	6.66999042664429e-08
5.2194614852396626e-08	6.128245644276831e-08
1.4640437484558788e-07	1.7056287049399543e-07
9.563452607608269e-08	7.104674182301096e-08
1.1800869259559477e-07	1.0696093966089393e-07
7.24623063774743e-08	7.50962030338087e-08
6.441762678832674e-08	8.82504380683713e-08
1.034578360759042e-07	1.1017532841606226e-07
7.224934961413965e-08	6.881937508751435e-08
1.177769348714719e-07	1.5147435306062107e-07
7.617819619554211e-08	9.235196785084554e-08
6.851519174233545e-08	6.119815765259773e-08
1.0733833732956555e-07	8.554719954645407e-08
9.408518053533044e-08	7.613032693143396e-08
8.522855665660245e-08	7.492949549714467e-08
6.048350797982494e-08	6.513646866324052e-08
6.498562044043865e-08	6.527651663645884e-08
7.937696011595108e-08	8.883039015472605e-08
6.667902141543891e-08	9.717691540345186e-08
7.257509082592151e-08	6.68095552214254e-08
8.700810383288626e-08	9.091206010225505e-08
1.1320180703933147e-07	6.376922812023622e-08
8.713051613540301e-08	7.812332825096746e-08
1.0262169780617114e-07	7.842992033602059e-08
8.282944463644526e-08	8.182330191175424e-08
5.263851221570803e-08	7.790613665292767e-08
7.106768151743381e-08	7.050670802755121e-08
1.088019629946757e-07	6.625589321629377e-08
7.28610416445008e-08	8.106571414145947e-08
1.6374025335608167e-07	1.615478879557486e-07
8.423707242855016e-08	8.54577706377313e-08
8.708871490625825e-08	8.052484190557152e-08
1.2008354133286048e-07	8.954445007702816e-08
8.092638381640427e-08	9.443107984452581e-08
8.082999869429841e-08	7.033489168861706e-08
6.09406853868677e-08	1.0175578069038238e-07
5.858590412799458e-08	6.191621793050217e-08
1.9115022098503687e-07	2.7642417421702703e-07
7.786988476254919e-08	7.129337831202065e-08
8.39184366441259e-08	8.039171461859951e-08
6.542586561408825e-08	6.240452421479858e-08
7.582556804663909e-08	6.487045567382665e-08
9.480154261609641e-08	6.412121678067706e-08
1.5947770748425683e-07	1.9438836318386166e-07
6.306986932713698e-08	9.399539635523979e-08
1.1682708134230779e-07	7.334141116643877e-08
7.164150872540631e-08	6.1834867892685e-08
7.198138263220244e-08	6.633323579308126e-08
8.177642030204879e-08	7.938443502553127e-08
5.855194373793893e-08	6.066757407552359e-08
6.611277569845697e-08	6.54373195629887e-08
5.3418204970512306e-08	6.798091334303535e-08
6.937773378012935e-08	7.270758572985869e-08
6.669542784720761e-08	6.189351609009464e-08
6.50179217132063e-08	6.42836326392171e-08
8.204250434573623e-08	9.403365908156047e-08
5.931171287443249e-08	6.325606705104292e-08
1.468523436187752e-07	1.4387661906312132e-07
7.529611423251481e-08	8.719391075828753e-08
6.09043198096515e-08	6.310119715635665e-08
7.490702103041258e-08	7.939073043417011e-08
1.3594157621810155e-07	1.0549456419539638e-07
1.4446403895362891e-07	1.5588445023695385e-07
6.452106049437134e-08	7.048165429068831e-08
8.140149532209762e-08	1.3105108109812136e-07
5.566453609162636e-08	8.141704199715605e-08
5.86873731833748e-08	6.34030925539264e-08
7.537525448242377e-08	6.753958103900004e-08
9.844829662597476e-08	8.570761167447927e-08
6.7110136114934e-08	8.231893389165634e-08
8.23792873916318e-08	6.507985261805516e-08
1.1654081788492476e-07	7.555657077773503e-08
8.13770313357054e-08	7.791712164362252e-08
1.0660977523002657e-07	1.3010460975237947e-07
5.951402215487178e-08	7.60105294261848e-08
